36	10	220.0	0	220.0	0	1	
36	10	6.11111111111	5	220.0	188	2	
36	10	48.6111111111	17	1750.0	638	0	
36	50	22100.0	0	22100.0	0	1	
36	50	613.888888889	581	22100.0	20928	2	
36	50	1326.38888889	951	47750.0	34253	0	
36	100	171700.0	0	171700.0	0	1	
36	100	4769.44444444	4578	171700.0	164808	2	
36	100	7444.44444444	6066	268000.0	218378	0	
36	200	1353400.0	0	1353400.0	0	1	
36	200	37594.4444444	36314	1353400.0	1307319	2	
36	200	47944.4444444	42270	1726000.0	1521755	0	
36	300	4545100.0	0	4545100.0	0	1	
36	300	126252.777778	122281	4545100.0	4402133	2	
36	300	149277.777778	135659	5374000.0	4883727	0	
36	400	10746800.0	0	10746800.0	0	1	
36	400	298522.222222	289299	10746800.0	10414791	2	
36	400	339222.222222	313131	12212000.0	11272721	0	
36	500	20958500.0	0	20958500.0	0	1	
36	500	582180.555556	564551	20958500.0	20323853	2	
36	500	645555.555556	601784	23240000.0	21664258	0	
